airport,arr_flights,arr_del15,arr_delay,delay_rate,avg_delay_per_flight,avg_delay_if_delayed,iata_code,name,type,municipality,latitude_deg,longitude_deg,dominant_cause
ABE,24187.0,4765.0,355134.0,0.19700665646835078,14.682846157026502,74.52969569779643,ABE,Lehigh Valley International Airport,medium_airport,Allentown/Bethlehem,40.651773,-75.442797,late_aircraft_delay
ABI,9027.0,1566.0,94893.0,0.17347956131605186,10.51213027583915,60.59578544061303,ABI,Abilene Regional Airport,medium_airport,Abilene,32.4113006592,-99.6819000244,late_aircraft_delay
ABQ,112597.0,23701.0,1348314.0,0.21049406289688002,11.974688490812365,56.8884857179022,ABQ,Albuquerque International Sunport,large_airport,Albuquerque,35.039976,-106.608925,late_aircraft_delay
ABR,3611.0,426.0,40314.0,0.11797286070340626,11.164220437551924,94.63380281690141,ABR,Aberdeen Regional Airport,medium_airport,Aberdeen,45.449100494384766,-98.42179870605467,carrier_delay
ABY,4530.0,671.0,57017.0,0.14812362030905077,12.58653421633554,84.97317436661699,ABY,Southwest Georgia Regional Airport,medium_airport,Albany,31.532946,-84.196215,carrier_delay
ACK,9809.0,1847.0,142844.0,0.18829646243245998,14.562544601896217,77.3383865728208,ACK,Nantucket Memorial Airport,medium_airport,Nantucket,41.25310135,-70.06020355,late_aircraft_delay
ACT,6475.0,1030.0,65453.0,0.15907335907335907,10.108571428571429,63.546601941747575,ACT,Waco Regional Airport,medium_airport,Waco,31.611299514770508,-97.23049926757812,carrier_delay
ACV,8909.0,1554.0,127913.0,0.1744303513301156,14.357728140083061,82.31209781209782,ACV,California Redwood Coast-Humboldt County Airport,medium_airport,Arcata/Eureka,40.978101,-124.109,carrier_delay
ACY,14977.0,3123.0,217041.0,0.20851973025305467,14.491620484743272,69.49759846301633,ACY,Atlantic City International Airport,medium_airport,Atlantic City,39.456201,-74.577511,nas_delay
ADK,513.0,70.0,3793.0,0.1364522417153996,7.393762183235867,54.18571428571428,ADK,Adak Airport,medium_airport,Adak,51.883564,-176.642783,carrier_delay
ADQ,4273.0,593.0,32489.0,0.1387783758483501,7.603323192136672,54.78752107925801,ADQ,Kodiak Airport,medium_airport,Kodiak,57.75,-152.4940033,late_aircraft_delay
AEX,11113.0,1688.0,120829.0,0.15189417798974175,10.872761630522811,71.58116113744076,AEX,Alexandria International Airport,medium_airport,Alexandria,31.325828,-92.546702,carrier_delay
AGS,24189.0,4085.0,314137.0,0.16887841580883872,12.986770846252428,76.9001223990208,AGS,Augusta Regional At Bush Field,medium_airport,Augusta,33.3699,-81.9645,late_aircraft_delay
AKN,2414.0,386.0,18273.0,0.15990057995028997,7.569594034797017,47.33937823834197,AKN,King Salmon Airport,medium_airport,King Salmon,58.677845,-156.651965,late_aircraft_delay
ALB,72709.0,16125.0,1122743.0,0.2217744708357975,15.441595950982684,69.62747286821705,ALB,Albany International Airport,large_airport,Albany,42.748299,-73.801697,late_aircraft_delay
ALO,3229.0,531.0,39788.0,0.16444719727469806,12.322081139671726,74.93032015065913,ALO,Waterloo Regional Airport,medium_airport,Waterloo,42.557098388671875,-92.40029907226562,late_aircraft_delay
ALS,886.0,114.0,15229.0,0.12866817155756208,17.18848758465011,133.58771929824562,ALS,San Luis Valley Regional Airport/Bergman Field,medium_airport,Alamosa,37.434898,-105.866997,carrier_delay
ALW,3244.0,417.0,19435.0,0.12854500616522813,5.991060419235512,46.60671462829736,ALW,Walla Walla Regional Airport,medium_airport,Walla Walla,46.09489822,-118.288002,late_aircraft_delay
AMA,27245.0,5658.0,388076.0,0.2076711323178565,14.24393466691136,68.5889006716154,AMA,Rick Husband Amarillo International Airport,medium_airport,Amarillo,35.217857,-101.706444,late_aircraft_delay
ANC,104909.0,21468.0,1087955.0,0.20463449275086026,10.370463925878619,50.67798583938886,ANC,Ted Stevens Anchorage International Airport,large_airport,Anchorage,61.179004,-149.992561,late_aircraft_delay
APN,2907.0,484.0,39601.0,0.16649466804265567,13.62263501891985,81.8202479338843,APN,Alpena County Regional Airport,medium_airport,Alpena,45.0780983,-83.56030273,carrier_delay
ART,3327.0,429.0,44955.0,0.12894499549143373,13.512173128944996,104.79020979020979,ART,Watertown International Airport,medium_airport,Watertown,43.991901,-76.021698,late_aircraft_delay
ASE,33726.0,9235.0,794742.0,0.2738243491668149,23.564668208503825,86.05760693015701,ASE,Aspen-Pitkin County Airport (Sardy Field),medium_airport,Aspen,39.223202,-106.869003,carrier_delay
ATL,1630591.0,258588.0,19418687.0,0.15858544539985808,11.908986986926825,75.09508175166674,ATL,Hartsfield Jackson Atlanta International Airport,large_airport,Atlanta,33.6367,-84.428101,carrier_delay
ATW,34923.0,7661.0,587067.0,0.2193683245998339,16.810325573404345,76.63059652786842,ATW,Appleton International Airport,medium_airport,Appleton,44.258515,-88.519,carrier_delay
ATY,858.0,109.0,10322.0,0.12703962703962704,12.030303030303031,94.69724770642202,ATY,Watertown Regional Airport,medium_airport,Watertown,44.91400146,-97.15470123,carrier_delay
AUS,411052.0,90209.0,5510159.0,0.2194588519214114,13.405016883508656,61.08214258000864,AUS,Austin Bergstrom International Airport,large_airport,Austin,30.197535,-97.662015,late_aircraft_delay
AVL,58140.0,12152.0,881696.0,0.20901272789817682,15.165049879600963,72.55562870309414,AVL,Asheville Regional Airport,medium_airport,Asheville,35.435488,-82.541853,late_aircraft_delay
AVP,14573.0,3085.0,231468.0,0.21169285665271392,15.883345913675976,75.03014586709887,AVP,Wilkes-Barre/Scranton International Airport,medium_airport,Wilkes-Barre/Scranton,41.337064,-75.724232,late_aircraft_delay
AZA,29045.0,7353.0,545917.0,0.2531588913754519,18.79555861594078,74.24411804705562,AZA,Mesa Gateway Airport,medium_airport,Mesa,33.3078,-111.654999,late_aircraft_delay
AZO,9141.0,1530.0,130759.0,0.16737774860518542,14.304671261349961,85.46339869281046,AZO,Kalamazoo/Battle Creek International Airport,medium_airport,Kalamazoo,42.232105,-85.549637,carrier_delay
BDL,113220.0,25992.0,1722384.0,0.22957074721780604,15.212718600953895,66.26592797783934,BDL,Bradley International Airport,large_airport,Hartford,41.938555,-72.688016,late_aircraft_delay
BET,3766.0,622.0,31124.0,0.1651619755708975,8.264471587891663,50.038585209003216,BET,Bethel Airport,medium_airport,Bethel,60.77980042,-161.8379974,late_aircraft_delay
BFF,3151.0,558.0,48782.0,0.17708663916217074,15.481434465249126,87.42293906810036,BFF,Western Neb. Rgnl/William B. Heilig Airport,medium_airport,Scottsbluff,41.87400055,-103.5960007,carrier_delay
BFL,13181.0,2606.0,205785.0,0.19770882330627418,15.612244897959183,78.96584804297774,BFL,Meadows Field,medium_airport,Bakersfield,35.433601,-119.056999,carrier_delay
BGM,2087.0,289.0,21994.0,0.13847628174413032,10.538572113080978,76.1038062283737,BGM,Greater Binghamton/Edwin A Link field,medium_airport,Binghamton,42.20869827,-75.97979736,carrier_delay
BGR,26151.0,4781.0,343937.0,0.18282283660280677,13.151963596038392,71.93829742731646,BGR,Bangor International Airport,medium_airport,Bangor,44.806364,-68.826668,late_aircraft_delay
BHM,85654.0,18651.0,1197549.0,0.21774814953183738,13.981238471057978,64.20829982306579,BHM,Birmingham-Shuttlesworth International Airport,large_airport,Birmingham,33.562877,-86.750712,late_aircraft_delay
BIH,1153.0,289.0,23534.0,0.25065047701647875,20.411101474414572,81.4325259515571,BIH,Eastern Sierra Regional Airport,medium_airport,Bishop,37.3731,-118.363998,carrier_delay
BIL,25254.0,4334.0,260488.0,0.17161637760354795,10.314722420210659,60.10336871250577,BIL,Billings Logan International Airport,medium_airport,Billings,45.808932,-108.541242,carrier_delay
BIS,19647.0,3484.0,246089.0,0.17732987224512647,12.525525525525525,70.63404133180252,BIS,Bismarck Municipal Airport,medium_airport,Bismarck,46.772734,-100.746874,carrier_delay
BJI,3587.0,481.0,51792.0,0.13409534429885697,14.438806802341789,107.67567567567568,BJI,Bemidji Regional Airport,medium_airport,Bemidji,47.50939941,-94.93370056,carrier_delay
BKG,118.0,31.0,1462.0,0.2627118644067797,12.389830508474576,47.16129032258065,BKG,Branson Airport,medium_airport,Branson,36.532082,-93.200544,nas_delay
BLI,13793.0,2224.0,123596.0,0.16124120930906982,8.960777205829043,55.57374100719424,BLI,Bellingham International Airport,medium_airport,Bellingham,48.79280090332031,-122.53800201416016,late_aircraft_delay
BLV,5797.0,1325.0,95111.0,0.2285664999137485,16.406934621355873,71.78188679245282,BLV,Scott AFB/Midamerica Airport,medium_airport,Belleville,38.5452,-89.835197,carrier_delay
BMI,12677.0,2230.0,179342.0,0.1759091267650075,14.14703794273093,80.42242152466368,BMI,Central Illinois Regional Airport at Bloomington-Normal,medium_airport,Bloomington/Normal,40.4771,-88.915901,carrier_delay
BNA,460257.0,92112.0,5696831.0,0.20013166556945358,12.377499961977765,61.84678434948758,BNA,Nashville International Airport,large_airport,Nashville,36.1245,-86.6782,late_aircraft_delay
BOI,129891.0,22612.0,1282865.0,0.17408442463296148,9.876473350732537,56.7338139041217,BOI,Boise Air Terminal/Gowen Field,large_airport,Boise,43.5644,-116.223,carrier_delay
BOS,648405.0,145326.0,10910763.0,0.22412843824461565,16.827080297036574,75.07784567111185,BOS,Boston Logan International Airport,large_airport,Boston,42.36197,-71.0079,late_aircraft_delay
BPT,3889.0,540.0,52223.0,0.13885317562355362,13.428387760349704,96.70925925925926,BPT,Jack Brooks Regional Airport,medium_airport,Beaumont/Port Arthur,29.9508,-94.020699,carrier_delay
BQK,4409.0,661.0,56940.0,0.1499206169199365,12.914493082331594,86.14220877458396,BQK,Brunswick Golden Isles Airport,medium_airport,Brunswick,31.258801,-81.466499,carrier_delay
BRD,3231.0,391.0,33708.0,0.1210151655834107,10.432683379758588,86.20971867007673,BRD,Brainerd Lakes Regional Airport,medium_airport,Brainerd,46.402861,-94.129727,carrier_delay
BRO,13768.0,2285.0,165263.0,0.16596455549099362,12.003413712957583,72.32516411378556,BRO,Brownsville South Padre Island International Airport,medium_airport,Brownsville,25.907238,-97.425235,carrier_delay
BRW,1904.0,459.0,22375.0,0.24107142857142858,11.7515756302521,48.74727668845316,BRW,Wiley Post Will Rogers Memorial Airport,medium_airport,Utqiaġvik,71.285402,-156.766008,carrier_delay
BTM,3313.0,378.0,31220.0,0.11409598551162088,9.423483247811651,82.5925925925926,BTM,Bert Mooney Airport,medium_airport,Butte,45.95479965209961,-112.49700164794922,carrier_delay
BTR,30340.0,5609.0,415369.0,0.18487145682267633,13.690474620962426,74.05402032447851,BTR,Baton Rouge Metropolitan Airport,medium_airport,Baton Rouge,30.533199,-91.149597,late_aircraft_delay
BTV,42980.0,8244.0,580575.0,0.191810144253141,13.508026989297347,70.42394468704512,BTV,Patrick Leahy Burlington International Airport,medium_airport,Burlington,44.471901,-73.153297,late_aircraft_delay
BUF,110021.0,24915.0,1663586.0,0.22645676734441605,15.120622426627644,66.77045956251254,BUF,Buffalo Niagara International Airport,large_airport,Buffalo,42.940498,-78.732201,late_aircraft_delay
BUR,140103.0,27492.0,1479979.0,0.19622706151902528,10.563506848532866,53.83307871380765,BUR,Hollywood Burbank/Bob Hope Airport,large_airport,Burbank,34.202834,-118.35805,late_aircraft_delay
BWI,445595.0,86912.0,5045688.0,0.19504707189263792,11.323484329940866,58.05513622974963,BWI,Baltimore/Washington International Thurgood Marshall Airport,large_airport,Baltimore,39.1754,-76.668297,late_aircraft_delay
BZN,54614.0,10408.0,601796.0,0.19057384553411214,11.019079356941443,57.82052267486549,BZN,Bozeman Yellowstone International Airport,medium_airport,Bozeman,45.778853,-111.153711,carrier_delay
CAE,46138.0,8545.0,625427.0,0.18520525380380598,13.555572413195197,73.19215915740199,CAE,Columbia Metropolitan Airport,medium_airport,Columbia,33.938172,-81.123022,late_aircraft_delay
CAK,18023.0,3983.0,304061.0,0.22099539477334518,16.87072074571381,76.33969369821743,CAK,Akron Canton Regional Airport,medium_airport,Akron,40.91609954833984,-81.44219970703125,late_aircraft_delay
CDB,130.0,35.0,1336.0,0.2692307692307692,10.276923076923078,38.17142857142857,CDB,Cold Bay Airport,medium_airport,Cold Bay,55.207871,-162.725029,security_delay
CDC,3070.0,293.0,18585.0,0.09543973941368078,6.0537459283387625,63.430034129692835,CDC,Cedar City Regional Airport,medium_airport,Cedar City,37.70100021362305,-113.0989990234375,carrier_delay
